player_id,player_name,position,rating,skills,weak_foot,preferred_foot,height,age,nation,club,league,stat_pace,stat_acceleration,stat_sprint_speed,stat_shooting,stat_att_position,stat_finishing,stat_shot_power,stat_long_shots,stat_volleys,stat_penalties,stat_passing,stat_vision,stat_crossing,stat_fk_acc,stat_short_pass,stat_long_pass,stat_curve,stat_dribbling,stat_agility,stat_balance,stat_reactions,stat_ball_control,stat_composure,stat_defending,stat_interceptions,stat_heading_acc,stat_def_aware,stat_stand_tackle,stat_slide_tackle,stat_physical,stat_jumping,stat_stamina,stat_strength,stat_aggression,playstyle_Acrobatic,playstyle_Aerial,playstyle_Anticipate,playstyle_Block,playstyle_Bruiser,playstyle_Chip Shot,playstyle_Cross Claimer,playstyle_Dead Ball,playstyle_Deflector,playstyle_Far Reach,playstyle_Far Throw,playstyle_Finesse Shot,playstyle_First Touch,playstyle_Flair,playstyle_FootWork,playstyle_Footwork,playstyle_Incisive Pass,playstyle_Intercept,playstyle_Jockey,playstyle_Long Ball Pass,playstyle_Long Throw,playstyle_Low Driven Shot,playstyle_Pinged Pass,playstyle_Power Header,playstyle_Power Shot,playstyle_Press Proven,playstyle_Quick Step,playstyle_Rapid,playstyle_Relentless,playstyle_Rush Out,playstyle_Slide Tackle,playstyle_Technical,playstyle_Tiki Taka,playstyle_Trickster,playstyle_Trivela,playstyle_Whipped Pass,role_Advanced Forward,role_Attacking Wingback,role_Ball-Playing Defender,role_Box-to-Box,role_Centre Half,role_Classic 10,role_Deep-Lying Playmaker,role_Defender,role_False 9,role_Falseback,role_Fullback,role_Goalkeeper,role_Half Winger,role_Holding,role_Inside Forward,role_Playmaker,role_Poacher,role_Shadow Striker,role_Stopper,role_Sweeper Keeper,role_Target Forward,role_Wide Half,role_Wide Midfielder,role_Wide Playmaker,role_Wingback,role_Winger,date,price
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-09,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-10,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-11,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-12,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-13,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-14,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-15,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-16,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-17,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-18,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-19,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-20,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-21,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-22,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-23,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-24,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-25,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-26,0
60827,NIAMH CHARLES - WEURO Path to Glory EA FC 25 Prices and Rating,LB,99,5,5,Right,"172cm | 5'8""",26.0,England,Chelsea,Barclays WSL,98,98,98,92,99,94,94,88,88,86,98,99,98,80,99,98,96,96,95,96,96,98,97,99,99,98,98,99,98,96,99,99,96,90,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-27,0
